City,Date,Sunup,Sundown
toronto,2012-01-06,07:50,28:55
toronto,2012-01-07,07:50,28:56
toronto,2012-01-08,07:50,28:57
toronto,2012-01-09,07:50,28:58
toronto,2012-01-10,07:50,28:59
toronto,2012-01-11,07:49,29:01
toronto,2012-01-12,07:49,29:02
toronto,2012-01-13,07:49,29:03
toronto,2012-01-14,07:48,29:04
toronto,2012-01-15,07:48,29:05
toronto,2012-01-16,07:47,29:07
toronto,2012-01-17,07:47,29:08
toronto,2012-01-18,07:46,29:09
toronto,2012-01-19,07:45,29:10
toronto,2012-01-20,07:45,29:12
toronto,2012-01-21,07:44,29:13
toronto,2012-01-22,07:43,29:14
toronto,2012-01-23,07:43,29:15
toronto,2012-01-24,07:42,29:17
toronto,2012-01-25,07:41,29:18
toronto,2012-01-26,07:40,29:19
toronto,2012-01-27,07:39,29:21
toronto,2012-01-28,07:38,29:22
toronto,2012-01-29,07:37,29:23
toronto,2012-01-30,07:36,29:25
toronto,2012-01-31,07:35,29:26
toronto,2012-02-01,07:34,29:28
toronto,2012-02-02,07:33,29:29
toronto,2012-02-03,07:32,29:30
toronto,2012-02-04,07:31,29:32
toronto,2012-02-05,07:30,29:33
toronto,2012-02-06,07:28,29:34
toronto,2012-02-07,07:27,29:36
toronto,2012-02-08,07:26,29:37
toronto,2012-02-09,07:25,29:38
toronto,2012-02-10,07:23,29:40
toronto,2012-02-11,07:22,29:41
toronto,2012-02-12,07:21,29:43
toronto,2012-02-13,07:19,29:44
toronto,2012-02-14,07:18,29:45
toronto,2012-02-15,07:16,29:47
toronto,2012-02-16,07:15,29:48
toronto,2012-02-17,07:13,29:49
toronto,2012-02-18,07:12,29:51
toronto,2012-02-19,07:10,29:52
toronto,2012-02-20,07:09,29:53
toronto,2012-02-21,07:07,29:55
toronto,2012-02-22,07:06,29:56
toronto,2012-02-23,07:04,29:57
toronto,2012-02-24,07:03,29:59
toronto,2012-02-25,07:01,30:00
toronto,2012-02-26,06:59,30:01
toronto,2012-02-27,06:58,30:03
toronto,2012-02-28,06:56,30:04
toronto,2012-02-29,06:54,30:05
toronto,2012-03-01,06:53,30:06
toronto,2012-03-02,06:51,30:08
toronto,2012-03-03,06:49,30:09
toronto,2012-03-04,06:48,30:10
toronto,2012-03-05,06:46,30:11
toronto,2012-03-06,06:44,30:13
toronto,2012-03-07,06:43,30:14
toronto,2012-03-08,06:41,30:15
toronto,2012-03-09,06:39,30:16
toronto,2012-03-10,06:37,30:18
toronto,2012-03-11,07:35,31:19
toronto,2012-03-12,07:34,31:20
toronto,2012-03-13,07:32,31:21
toronto,2012-03-14,07:30,31:23
toronto,2012-03-15,07:28,31:24
toronto,2012-03-16,07:27,31:25
toronto,2012-03-17,07:25,31:26
toronto,2012-03-18,07:23,31:28
toronto,2012-03-19,07:21,31:29
toronto,2012-03-20,07:19,31:30
toronto,2012-03-21,07:18,31:31
toronto,2012-03-22,07:16,31:32
toronto,2012-03-23,07:14,31:34
toronto,2012-03-24,07:12,31:35
toronto,2012-03-25,07:10,31:36
toronto,2012-03-26,07:09,31:37
toronto,2012-03-27,07:07,31:38
toronto,2012-03-28,07:05,31:40
toronto,2012-03-29,07:03,31:41
toronto,2012-03-30,07:01,31:42
toronto,2012-03-31,07:00,31:43
toronto,2012-04-01,06:58,31:44
toronto,2012-04-02,06:56,31:46
toronto,2012-04-03,06:54,31:47
toronto,2012-04-04,06:52,31:48
toronto,2012-04-05,06:51,31:49
toronto,2012-04-06,06:49,31:50
toronto,2012-04-07,06:47,31:52
toronto,2012-04-08,06:45,31:53
toronto,2012-04-09,06:44,31:54
toronto,2012-04-10,06:42,31:55
toronto,2012-04-11,06:40,31:56
toronto,2012-04-12,06:39,31:57
toronto,2012-04-13,06:37,31:59
toronto,2012-04-14,06:35,32:00
toronto,2012-04-15,06:34,32:01
toronto,2012-04-16,06:32,32:02
toronto,2012-04-17,06:30,32:03
toronto,2012-04-18,06:29,32:05
toronto,2012-04-19,06:27,32:06
toronto,2012-04-20,06:25,32:07
toronto,2012-04-21,06:24,32:08
toronto,2012-04-22,06:22,32:09
toronto,2012-04-23,06:21,32:11
toronto,2012-04-24,06:19,32:12
toronto,2012-04-25,06:18,32:13
toronto,2012-04-26,06:16,32:14
toronto,2012-04-27,06:15,32:15
toronto,2012-04-28,06:13,32:17
toronto,2012-04-29,06:12,32:18
toronto,2012-04-30,06:10,32:19
toronto,2012-05-01,06:09,32:20
toronto,2012-05-02,06:07,32:21
toronto,2012-05-03,06:06,32:22
toronto,2012-05-04,06:05,32:24
toronto,2012-05-05,06:03,32:25
toronto,2012-05-06,06:02,32:26
toronto,2012-05-07,06:01,32:27
toronto,2012-05-08,06:00,32:28
toronto,2012-05-09,05:58,32:29
toronto,2012-05-10,05:57,32:30
toronto,2012-05-11,05:56,32:32
toronto,2012-05-12,05:55,32:33
toronto,2012-05-13,05:54,32:34
toronto,2012-05-14,05:53,32:35
toronto,2012-05-15,05:52,32:36
toronto,2012-05-16,05:50,32:37
toronto,2012-05-17,05:49,32:38
toronto,2012-05-18,05:48,32:39
toronto,2012-05-19,05:48,32:40
toronto,2012-05-20,05:47,32:41
toronto,2012-05-21,05:46,32:42
toronto,2012-05-22,05:45,32:43
toronto,2012-05-23,05:44,32:44
toronto,2012-05-24,05:43,32:45
toronto,2012-05-25,05:43,32:46
toronto,2012-05-26,05:42,32:47
toronto,2012-05-27,05:41,32:48
toronto,2012-05-28,05:40,32:49
toronto,2012-05-29,05:40,32:50
toronto,2012-05-30,05:39,32:50
toronto,2012-05-31,05:39,32:51
toronto,2012-06-01,05:38,32:52
toronto,2012-06-02,05:38,32:53
toronto,2012-06-03,05:37,32:54
toronto,2012-06-04,05:37,32:54
toronto,2012-06-05,05:37,32:55
toronto,2012-06-06,05:36,32:56
toronto,2012-06-07,05:36,32:56
toronto,2012-06-08,05:36,32:57
toronto,2012-06-09,05:35,32:58
toronto,2012-06-10,05:35,32:58
toronto,2012-06-11,05:35,32:59
toronto,2012-06-12,05:35,32:59
toronto,2012-06-13,05:35,33:00
toronto,2012-06-14,05:35,33:00
toronto,2012-06-15,05:35,33:01
toronto,2012-06-16,05:35,33:01
toronto,2012-06-17,05:35,33:01
toronto,2012-06-18,05:35,33:02
toronto,2012-06-19,05:35,33:02
toronto,2012-06-20,05:35,33:02
toronto,2012-06-21,05:36,33:02
toronto,2012-06-22,05:36,33:02
toronto,2012-06-23,05:36,33:03
toronto,2012-06-24,05:37,33:03
toronto,2012-06-25,05:37,33:03
toronto,2012-06-26,05:37,33:03
toronto,2012-06-27,05:38,33:03
toronto,2012-06-28,05:38,33:03
toronto,2012-06-29,05:39,33:02
toronto,2012-06-30,05:39,33:02
toronto,2012-07-01,05:40,33:02
toronto,2012-07-02,05:40,33:02
toronto,2012-07-03,05:41,33:02
toronto,2012-07-04,05:41,33:01
toronto,2012-07-05,05:42,33:01
toronto,2012-07-06,05:43,33:01
toronto,2012-07-07,05:43,33:00
toronto,2012-07-08,05:44,33:00
toronto,2012-07-09,05:45,32:59
toronto,2012-07-10,05:46,32:59
toronto,2012-07-11,05:46,32:58
toronto,2012-07-12,05:47,32:58
toronto,2012-07-13,05:48,32:57
toronto,2012-07-14,05:49,32:57
toronto,2012-07-15,05:50,32:56
toronto,2012-07-16,05:51,32:55
toronto,2012-07-17,05:52,32:54
toronto,2012-07-18,05:52,32:54
toronto,2012-07-19,05:53,32:53
toronto,2012-07-20,05:54,32:52
toronto,2012-07-21,05:55,32:51
toronto,2012-07-22,05:56,32:50
toronto,2012-07-23,05:57,32:49
toronto,2012-07-24,05:58,32:48
toronto,2012-07-25,05:59,32:47
toronto,2012-07-26,06:00,32:46
toronto,2012-07-27,06:01,32:45
toronto,2012-07-28,06:02,32:44
toronto,2012-07-29,06:03,32:43
toronto,2012-07-30,06:05,32:42
toronto,2012-07-31,06:06,32:40
toronto,2012-08-01,06:07,32:39
toronto,2012-08-02,06:08,32:38
toronto,2012-08-03,06:09,32:37
toronto,2012-08-04,06:10,32:35
toronto,2012-08-05,06:11,32:34
toronto,2012-08-06,06:12,32:33
toronto,2012-08-07,06:13,32:31
toronto,2012-08-08,06:14,32:30
toronto,2012-08-09,06:15,32:29
toronto,2012-08-10,06:17,32:27
toronto,2012-08-11,06:18,32:26
toronto,2012-08-12,06:19,32:24
toronto,2012-08-13,06:20,32:23
toronto,2012-08-14,06:21,32:21
toronto,2012-08-15,06:22,32:20
toronto,2012-08-16,06:23,32:18
toronto,2012-08-17,06:24,32:17
toronto,2012-08-18,06:26,32:15
toronto,2012-08-19,06:27,32:14
toronto,2012-08-20,06:28,32:12
toronto,2012-08-21,06:29,32:10
toronto,2012-08-22,06:30,32:09
toronto,2012-08-23,06:31,32:07
toronto,2012-08-24,06:32,32:05
toronto,2012-08-25,06:33,32:04
toronto,2012-08-26,06:35,32:02
toronto,2012-08-27,06:36,32:00
toronto,2012-08-28,06:37,31:59
toronto,2012-08-29,06:38,31:57
toronto,2012-08-30,06:39,31:55
toronto,2012-08-31,06:40,31:53
toronto,2012-09-01,06:41,31:52
toronto,2012-09-02,06:42,31:50
toronto,2012-09-03,06:43,31:48
toronto,2012-09-04,06:45,31:46
toronto,2012-09-05,06:46,31:44
toronto,2012-09-06,06:47,31:43
toronto,2012-09-07,06:48,31:41
toronto,2012-09-08,06:49,31:39
toronto,2012-09-09,06:50,31:37
toronto,2012-09-10,06:51,31:35
toronto,2012-09-11,06:52,31:34
toronto,2012-09-12,06:54,31:32
toronto,2012-09-13,06:55,31:30
toronto,2012-09-14,06:56,31:28
toronto,2012-09-15,06:57,31:26
toronto,2012-09-16,06:58,31:24
toronto,2012-09-17,06:59,31:23
toronto,2012-09-18,07:00,31:21
toronto,2012-09-19,07:01,31:19
toronto,2012-09-20,07:03,31:17
toronto,2012-09-21,07:04,31:15
toronto,2012-09-22,07:05,31:13
toronto,2012-09-23,07:06,31:12
toronto,2012-09-24,07:07,31:10
toronto,2012-09-25,07:08,31:08
toronto,2012-09-26,07:09,31:06
toronto,2012-09-27,07:10,31:04
toronto,2012-09-28,07:12,31:03
toronto,2012-09-29,07:13,31:01
toronto,2012-09-30,07:14,30:59
toronto,2012-10-01,07:15,30:57
toronto,2012-10-02,07:16,30:55
toronto,2012-10-03,07:17,30:54
toronto,2012-10-04,07:19,30:52
toronto,2012-10-05,07:20,30:50
toronto,2012-10-06,07:21,30:48
toronto,2012-10-07,07:22,30:46
toronto,2012-10-08,07:23,30:45
toronto,2012-10-09,07:25,30:43
toronto,2012-10-10,07:26,30:41
toronto,2012-10-11,07:27,30:40
toronto,2012-10-12,07:28,30:38
toronto,2012-10-13,07:29,30:36
toronto,2012-10-14,07:31,30:34
toronto,2012-10-15,07:32,30:33
toronto,2012-10-16,07:33,30:31
toronto,2012-10-17,07:34,30:30
toronto,2012-10-18,07:36,30:28
toronto,2012-10-19,07:37,30:26
toronto,2012-10-20,07:38,30:25
toronto,2012-10-21,07:39,30:23
toronto,2012-10-22,07:41,30:22
toronto,2012-10-23,07:42,30:20
toronto,2012-10-24,07:43,30:19
toronto,2012-10-25,07:44,30:17
toronto,2012-10-26,07:46,30:16
toronto,2012-10-27,07:47,30:14
toronto,2012-10-28,07:48,30:13
toronto,2012-10-29,07:50,30:11
toronto,2012-10-30,07:51,30:10
toronto,2012-10-31,07:52,30:09
toronto,2012-11-01,07:53,30:07
toronto,2012-11-02,07:55,30:06
toronto,2012-11-03,07:56,30:05
toronto,2012-11-04,06:57,29:03
toronto,2012-11-05,06:59,29:02
toronto,2012-11-06,07:00,29:01
toronto,2012-11-07,07:01,29:00
toronto,2012-11-08,07:03,28:59
toronto,2012-11-09,07:04,28:57
toronto,2012-11-10,07:05,28:56
toronto,2012-11-11,07:07,28:55
toronto,2012-11-12,07:08,28:54
toronto,2012-11-13,07:09,28:53
toronto,2012-11-14,07:10,28:52
toronto,2012-11-15,07:12,28:51
toronto,2012-11-16,07:13,28:50
toronto,2012-11-17,07:14,28:50
toronto,2012-11-18,07:16,28:49
toronto,2012-11-19,07:17,28:48
toronto,2012-11-20,07:18,28:47
toronto,2012-11-21,07:19,28:46
toronto,2012-11-22,07:21,28:46
toronto,2012-11-23,07:22,28:45
toronto,2012-11-24,07:23,28:44
toronto,2012-11-25,07:24,28:44
toronto,2012-11-26,07:25,28:43
toronto,2012-11-27,07:27,28:43
toronto,2012-11-28,07:28,28:42
toronto,2012-11-29,07:29,28:42
toronto,2012-11-30,07:30,28:42
toronto,2012-12-01,07:31,28:41
toronto,2012-12-02,07:32,28:41
toronto,2012-12-03,07:33,28:41
toronto,2012-12-04,07:34,28:40
toronto,2012-12-05,07:35,28:40
toronto,2012-12-06,07:36,28:40
toronto,2012-12-07,07:37,28:40
toronto,2012-12-08,07:38,28:40
toronto,2012-12-09,07:39,28:40
toronto,2012-12-10,07:40,28:40
toronto,2012-12-11,07:41,28:40
toronto,2012-12-12,07:42,28:40
toronto,2012-12-13,07:42,28:40
toronto,2012-12-14,07:43,28:41
toronto,2012-12-15,07:44,28:41
toronto,2012-12-16,07:45,28:41
toronto,2012-12-17,07:45,28:42
toronto,2012-12-18,07:46,28:42
toronto,2012-12-19,07:46,28:42
toronto,2012-12-20,07:47,28:43
toronto,2012-12-21,07:48,28:43
toronto,2012-12-22,07:48,28:44
toronto,2012-12-23,07:48,28:44
toronto,2012-12-24,07:49,28:45
toronto,2012-12-25,07:49,28:46
toronto,2012-12-26,07:50,28:46
toronto,2012-12-27,07:50,28:47
toronto,2012-12-28,07:50,28:48
toronto,2012-12-29,07:50,28:49
toronto,2012-12-30,07:50,28:49
toronto,2012-12-31,07:51,28:50
toronto,2013-01-01,07:51,28:51
toronto,2013-01-02,07:51,28:52
toronto,2013-01-03,07:51,28:53
toronto,2013-01-04,07:51,28:54
toronto,2013-01-05,07:50,28:55
toronto,2013-01-06,07:50,28:56
toronto,2013-01-07,07:50,28:57
toronto,2013-01-08,07:50,28:58
toronto,2013-01-09,07:50,28:59
toronto,2013-01-10,07:49,29:00
toronto,2013-01-11,07:49,29:01
toronto,2013-01-12,07:49,29:03
toronto,2013-01-13,07:48,29:04
toronto,2013-01-14,07:48,29:05
toronto,2013-01-15,07:47,29:06
toronto,2013-01-16,07:47,29:07
toronto,2013-01-17,07:46,29:09
toronto,2013-01-18,07:46,29:10
toronto,2013-01-19,07:45,29:11
toronto,2013-01-20,07:44,29:13
toronto,2013-01-21,07:44,29:14
toronto,2013-01-22,07:43,29:15
toronto,2013-01-23,07:42,29:16
toronto,2013-01-24,07:41,29:18
toronto,2013-01-25,07:40,29:19
toronto,2013-01-26,07:39,29:20
toronto,2013-01-27,07:38,29:22
toronto,2013-01-28,07:37,29:23
toronto,2013-01-29,07:36,29:24
toronto,2013-01-30,07:35,29:26
toronto,2013-01-31,07:34,29:27
toronto,2013-02-01,07:33,29:29
toronto,2013-02-02,07:32,29:30
toronto,2013-02-03,07:31,29:31
toronto,2013-02-04,07:30,29:33
toronto,2013-02-05,07:29,29:34
toronto,2013-02-06,07:27,29:35
toronto,2013-02-07,07:26,29:37
toronto,2013-02-08,07:25,29:38
toronto,2013-02-09,07:24,29:39
toronto,2013-02-10,07:22,29:41
toronto,2013-02-11,07:21,29:42
toronto,2013-02-12,07:19,29:44
toronto,2013-02-13,07:18,29:45
toronto,2013-02-14,07:17,29:46
toronto,2013-02-15,07:15,29:48
toronto,2013-02-16,07:14,29:49
toronto,2013-02-17,07:12,29:50
toronto,2013-02-18,07:11,29:52
toronto,2013-02-19,07:09,29:53
toronto,2013-02-20,07:08,29:54
toronto,2013-02-21,07:06,29:56
toronto,2013-02-22,07:05,29:57
toronto,2013-02-23,07:03,29:58
toronto,2013-02-24,07:01,30:00
toronto,2013-02-25,07:00,30:01
toronto,2013-02-26,06:58,30:02
toronto,2013-02-27,06:56,30:03
toronto,2013-02-28,06:55,30:05
toronto,2013-03-01,06:53,30:06
toronto,2013-03-02,06:51,30:07
toronto,2013-03-03,06:50,30:09
toronto,2013-03-04,06:48,30:10
toronto,2013-03-05,06:46,30:11
toronto,2013-03-06,06:45,30:12
toronto,2013-03-07,06:43,30:14
toronto,2013-03-08,06:41,30:15
toronto,2013-03-09,06:39,30:16
toronto,2013-03-10,07:38,31:17
toronto,2013-03-11,07:36,31:19
toronto,2013-03-12,07:34,31:20
toronto,2013-03-13,07:32,31:21
toronto,2013-03-14,07:31,31:22
toronto,2013-03-15,07:29,31:24
toronto,2013-03-16,07:27,31:25
toronto,2013-03-17,07:25,31:26
toronto,2013-03-18,07:23,31:27
toronto,2013-03-19,07:22,31:28
toronto,2013-03-20,07:20,31:30
toronto,2013-03-21,07:18,31:31
toronto,2013-03-22,07:16,31:32
toronto,2013-03-23,07:14,31:33
toronto,2013-03-24,07:13,31:34
toronto,2013-03-25,07:11,31:36
toronto,2013-03-26,07:09,31:37
toronto,2013-03-27,07:07,31:38
toronto,2013-03-28,07:05,31:39
toronto,2013-03-29,07:04,31:40
toronto,2013-03-30,07:02,31:42
toronto,2013-03-31,07:00,31:43
toronto,2013-04-01,06:58,31:44
toronto,2013-04-02,06:56,31:45
toronto,2013-04-03,06:55,31:46
toronto,2013-04-04,06:53,31:48
toronto,2013-04-05,06:51,31:49
toronto,2013-04-06,06:49,31:50
toronto,2013-04-07,06:48,31:51
toronto,2013-04-08,06:46,31:52
toronto,2013-04-09,06:44,31:54
toronto,2013-04-10,06:42,31:55
toronto,2013-04-11,06:41,31:56
toronto,2013-04-12,06:39,31:57
toronto,2013-04-13,06:37,31:58
toronto,2013-04-14,06:36,32:00
toronto,2013-04-15,06:34,32:01
toronto,2013-04-16,06:32,32:02
toronto,2013-04-17,06:31,32:03
toronto,2013-04-18,06:29,32:04
toronto,2013-04-19,06:27,32:06
toronto,2013-04-20,06:26,32:07
toronto,2013-04-21,06:24,32:08
toronto,2013-04-22,06:23,32:09
toronto,2013-04-23,06:21,32:10
toronto,2013-04-24,06:19,32:11
toronto,2013-04-25,06:18,32:13
toronto,2013-04-26,06:16,32:14
toronto,2013-04-27,06:15,32:15
toronto,2013-04-28,06:13,32:16
toronto,2013-04-29,06:12,32:17
toronto,2013-04-30,06:11,32:19
toronto,2013-05-01,06:09,32:20
toronto,2013-05-02,06:08,32:21
toronto,2013-05-03,06:06,32:22
toronto,2013-05-04,06:05,32:23
toronto,2013-05-05,06:04,32:24
toronto,2013-05-06,06:02,32:26
toronto,2013-05-07,06:01,32:27
toronto,2013-05-08,06:00,32:28
toronto,2013-05-09,05:59,32:29
toronto,2013-05-10,05:57,32:30
toronto,2013-05-11,05:56,32:31
toronto,2013-05-12,05:55,32:32
toronto,2013-05-13,05:54,32:33
toronto,2013-05-14,05:53,32:35
toronto,2013-05-15,05:52,32:36
toronto,2013-05-16,05:51,32:37
toronto,2013-05-17,05:50,32:38
toronto,2013-05-18,05:49,32:39
toronto,2013-05-19,05:48,32:40
toronto,2013-05-20,05:47,32:41
toronto,2013-05-21,05:46,32:42
toronto,2013-05-22,05:45,32:43
toronto,2013-05-23,05:44,32:44
toronto,2013-05-24,05:43,32:45
toronto,2013-05-25,05:43,32:46
toronto,2013-05-26,05:42,32:47
toronto,2013-05-27,05:41,32:48
toronto,2013-05-28,05:41,32:49
toronto,2013-05-29,05:40,32:49
toronto,2013-05-30,05:39,32:50
toronto,2013-05-31,05:39,32:51
toronto,2013-06-01,05:38,32:52
toronto,2013-06-02,05:38,32:53
toronto,2013-06-03,05:37,32:53
toronto,2013-06-04,05:37,32:54
toronto,2013-06-05,05:37,32:55
toronto,2013-06-06,05:36,32:56
toronto,2013-06-07,05:36,32:56
toronto,2013-06-08,05:36,32:57
toronto,2013-06-09,05:35,32:57
toronto,2013-06-10,05:35,32:58
toronto,2013-06-11,05:35,32:59
toronto,2013-06-12,05:35,32:59
toronto,2013-06-13,05:35,33:00
toronto,2013-06-14,05:35,33:00
toronto,2013-06-15,05:35,33:00
toronto,2013-06-16,05:35,33:01
toronto,2013-06-17,05:35,33:01
toronto,2013-06-18,05:35,33:01
toronto,2013-06-19,05:35,33:02
toronto,2013-06-20,05:35,33:02
toronto,2013-06-21,05:36,33:02
toronto,2013-06-22,05:36,33:02
toronto,2013-06-23,05:36,33:02
toronto,2013-06-24,05:36,33:03
toronto,2013-06-25,05:37,33:03
toronto,2013-06-26,05:37,33:03
toronto,2013-06-27,05:38,33:03
toronto,2013-06-28,05:38,33:03
toronto,2013-06-29,05:38,33:02
toronto,2013-06-30,05:39,33:02
toronto,2013-07-01,05:39,33:02
toronto,2013-07-02,05:40,33:02
toronto,2013-07-03,05:41,33:02
toronto,2013-07-04,05:41,33:01
toronto,2013-07-05,05:42,33:01
toronto,2013-07-06,05:43,33:01
toronto,2013-07-07,05:43,33:00
toronto,2013-07-08,05:44,33:00
toronto,2013-07-09,05:45,33:00
toronto,2013-07-10,05:45,32:59
toronto,2013-07-11,05:46,32:58
toronto,2013-07-12,05:47,32:58
toronto,2013-07-13,05:48,32:57
toronto,2013-07-14,05:49,32:57
toronto,2013-07-15,05:50,32:56
toronto,2013-07-16,05:50,32:55
toronto,2013-07-17,05:51,32:55
toronto,2013-07-18,05:52,32:54
toronto,2013-07-19,05:53,32:53
toronto,2013-07-20,05:54,32:52
toronto,2013-07-21,05:55,32:51
toronto,2013-07-22,05:56,32:50
toronto,2013-07-23,05:57,32:49
toronto,2013-07-24,05:58,32:48
toronto,2013-07-25,05:59,32:47
toronto,2013-07-26,06:00,32:46
toronto,2013-07-27,06:01,32:45
toronto,2013-07-28,06:02,32:44
toronto,2013-07-29,06:03,32:43
toronto,2013-07-30,06:04,32:42
toronto,2013-07-31,06:05,32:41
toronto,2013-08-01,06:06,32:40
toronto,2013-08-02,06:07,32:38
toronto,2013-08-03,06:09,32:37
toronto,2013-08-04,06:10,32:36
toronto,2013-08-05,06:11,32:34
toronto,2013-08-06,06:12,32:33
toronto,2013-08-07,06:13,32:32
toronto,2013-08-08,06:14,32:30
toronto,2013-08-09,06:15,32:29
toronto,2013-08-10,06:16,32:28
toronto,2013-08-11,06:17,32:26
toronto,2013-08-12,06:19,32:25
toronto,2013-08-13,06:20,32:23
toronto,2013-08-14,06:21,32:22
toronto,2013-08-15,06:22,32:20
toronto,2013-08-16,06:23,32:19
toronto,2013-08-17,06:24,32:17
toronto,2013-08-18,06:25,32:16
toronto,2013-08-19,06:26,32:14
toronto,2013-08-20,06:27,32:12
toronto,2013-08-21,06:29,32:11
toronto,2013-08-22,06:30,32:09
toronto,2013-08-23,06:31,32:07
toronto,2013-08-24,06:32,32:06
toronto,2013-08-25,06:33,32:04
toronto,2013-08-26,06:34,32:02
toronto,2013-08-27,06:35,32:01
toronto,2013-08-28,06:36,31:59
toronto,2013-08-29,06:38,31:57
toronto,2013-08-30,06:39,31:56
toronto,2013-08-31,06:40,31:54
toronto,2013-09-01,06:41,31:52
toronto,2013-09-02,06:42,31:50
toronto,2013-09-03,06:43,31:48
toronto,2013-09-04,06:44,31:47
toronto,2013-09-05,06:45,31:45
toronto,2013-09-06,06:47,31:43
toronto,2013-09-07,06:48,31:41
toronto,2013-09-08,06:49,31:40
toronto,2013-09-09,06:50,31:38
toronto,2013-09-10,06:51,31:36
toronto,2013-09-11,06:52,31:34
toronto,2013-09-12,06:53,31:32
toronto,2013-09-13,06:54,31:30
toronto,2013-09-14,06:56,31:29
toronto,2013-09-15,06:57,31:27
toronto,2013-09-16,06:58,31:25
toronto,2013-09-17,06:59,31:23
toronto,2013-09-18,07:00,31:21
toronto,2013-09-19,07:01,31:19
toronto,2013-09-20,07:02,31:18
toronto,2013-09-21,07:03,31:16
toronto,2013-09-22,07:04,31:14
toronto,2013-09-23,07:06,31:12
toronto,2013-09-24,07:07,31:10
toronto,2013-09-25,07:08,31:08
toronto,2013-09-26,07:09,31:07
toronto,2013-09-27,07:10,31:05
toronto,2013-09-28,07:11,31:03
toronto,2013-09-29,07:13,31:01
toronto,2013-09-30,07:14,30:59
toronto,2013-10-01,07:15,30:58
toronto,2013-10-02,07:16,30:56
toronto,2013-10-03,07:17,30:54
toronto,2013-10-04,07:18,30:52
toronto,2013-10-05,07:20,30:50
toronto,2013-10-06,07:21,30:49
toronto,2013-10-07,07:22,30:47
toronto,2013-10-08,07:23,30:45
toronto,2013-10-09,07:24,30:43
toronto,2013-10-10,07:25,30:42
toronto,2013-10-11,07:27,30:40
toronto,2013-10-12,07:28,30:38
toronto,2013-10-13,07:29,30:37
toronto,2013-10-14,07:30,30:35
toronto,2013-10-15,07:32,30:33
toronto,2013-10-16,07:33,30:32
toronto,2013-10-17,07:34,30:30
toronto,2013-10-18,07:35,30:28
toronto,2013-10-19,07:36,30:27
toronto,2013-10-20,07:38,30:25
toronto,2013-10-21,07:39,30:24
toronto,2013-10-22,07:40,30:22
toronto,2013-10-23,07:42,30:20
toronto,2013-10-24,07:43,30:19
toronto,2013-10-25,07:44,30:17
toronto,2013-10-26,07:45,30:16
toronto,2013-10-27,07:47,30:14
toronto,2013-10-28,07:48,30:13
toronto,2013-10-29,07:49,30:12
toronto,2013-10-30,07:51,30:10
toronto,2013-10-31,07:52,30:09
toronto,2013-11-01,07:53,30:08
toronto,2013-11-02,07:54,30:06
toronto,2013-11-03,06:56,29:05
toronto,2013-11-04,06:57,29:04
toronto,2013-11-05,06:58,29:02
toronto,2013-11-06,07:00,29:01
toronto,2013-11-07,07:01,29:00
toronto,2013-11-08,07:02,28:59
toronto,2013-11-09,07:04,28:58
toronto,2013-11-10,07:05,28:57
toronto,2013-11-11,07:06,28:56
toronto,2013-11-12,07:08,28:54
toronto,2013-11-13,07:09,28:53
toronto,2013-11-14,07:10,28:52
toronto,2013-11-15,07:11,28:52
toronto,2013-11-16,07:13,28:51
toronto,2013-11-17,07:14,28:50
toronto,2013-11-18,07:15,28:49
toronto,2013-11-19,07:17,28:48
toronto,2013-11-20,07:18,28:47
toronto,2013-11-21,07:19,28:47
toronto,2013-11-22,07:20,28:46
toronto,2013-11-23,07:21,28:45
toronto,2013-11-24,07:23,28:45
toronto,2013-11-25,07:24,28:44
toronto,2013-11-26,07:25,28:43
toronto,2013-11-27,07:26,28:43
toronto,2013-11-28,07:27,28:42
toronto,2013-11-29,07:29,28:42
toronto,2013-11-30,07:30,28:42
toronto,2013-12-01,07:31,28:41
toronto,2013-12-02,07:32,28:41
toronto,2013-12-03,07:33,28:41
toronto,2013-12-04,07:34,28:41
toronto,2013-12-05,07:35,28:40
toronto,2013-12-06,07:36,28:40
toronto,2013-12-07,07:37,28:40
toronto,2013-12-08,07:38,28:40
toronto,2013-12-09,07:39,28:40
toronto,2013-12-10,07:40,28:40
toronto,2013-12-11,07:41,28:40
toronto,2013-12-12,07:41,28:40
toronto,2013-12-13,07:42,28:40
toronto,2013-12-14,07:43,28:41
toronto,2013-12-15,07:44,28:41
toronto,2013-12-16,07:44,28:41
toronto,2013-12-17,07:45,28:41
toronto,2013-12-18,07:46,28:42
toronto,2013-12-19,07:46,28:42
toronto,2013-12-20,07:47,28:43
toronto,2013-12-21,07:47,28:43
toronto,2013-12-22,07:48,28:44
toronto,2013-12-23,07:48,28:44
toronto,2013-12-24,07:49,28:45
toronto,2013-12-25,07:49,28:46
toronto,2013-12-26,07:49,28:46
toronto,2013-12-27,07:50,28:47
toronto,2013-12-28,07:50,28:48
toronto,2013-12-29,07:50,28:48
toronto,2013-12-30,07:50,28:49
toronto,2013-12-31,07:50,28:50
toronto,2014-01-01,07:51,28:51
toronto,2014-01-02,07:51,28:52
toronto,2014-01-03,07:51,28:53
toronto,2014-01-04,07:51,28:54
toronto,2014-01-05,07:51,28:55
toronto,2014-01-06,07:50,28:56
toronto,2014-01-07,07:50,28:57
toronto,2014-01-08,07:50,28:58
toronto,2014-01-09,07:50,28:59
toronto,2014-01-10,07:49,29:00
